Dataset,Method,Mean_Test_Score,Std_Test_Score,Mean_Num_Features,Mean_Runtime
adni,No Processing,0.943251659580816,0.009799931391681288,99.0,0.06025896072387695
adni,PCA,0.7931640187961513,0.013172851703509228,49.0,0.3871785640716553
adni,RFE,0.943251659580816,0.0081421407136353,20.0,2.2726897239685058
adni,GRACE,0.9475162228686507,0.014672363369210654,10.0,57.033506059646605
